City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
480,Chumikan,RU,54.72,135.31,59.29,54,32,11.23,scattered clouds
481,Martapura,ID,-3.42,114.85,73.4,94,9,2.24,clear sky
482,Abnub,EG,27.27,31.15,80.6,44,0,9.17,clear sky
483,Rundu,NA,-17.93,19.77,58.75,47,0,5.44,clear sky
484,Vostok,RU,46.49,135.88,69.85,62,99,1.99,overcast clouds
485,Maine-Soroa,NE,13.21,12.02,79.25,67,100,10.65,overcast clouds
486,Hovd,MN,48.01,91.64,58.55,47,59,5.66,broken clouds
487,College,US,64.86,-147.8,68.0,56,75,3.65,broken clouds
488,Liwonde,MW,-15.05,35.2,61.36,80,19,1.3,few clouds
489,Kulu,TR,39.1,33.08,60.91,60,0,7.34,clear sky
490,Novosysoyevka,RU,44.23,133.36,71.08,85,100,2.13,overcast clouds
491,Aquidauana,BR,-20.47,-55.79,68.34,64,0,5.68,clear sky
492,Morgan City,US,29.7,-91.21,87.8,62,1,10.29,clear sky
493,Snezhnogorsk,RU,69.19,33.25,57.2,93,75,2.24,light intensity shower rain
494,Sur,OM,22.57,59.53,78.31,81,38,10.38,scattered clouds
495,Olinda,BR,-8.01,-34.86,77.0,73,20,8.05,few clouds
496,Ahipara,NZ,-35.17,173.17,57.96,79,91,20.09,light rain
497,Nynashamn,SE,58.9,17.95,63.0,85,10,1.99,clear sky
498,Bandarbeyla,SO,9.49,50.81,75.25,74,91,28.79,overcast clouds
499,Mirnyy,RU,62.54,113.96,42.8,60,0,11.18,haze
500,Raga,SS,8.46,25.68,68.16,96,100,3.36,overcast clouds
501,Lavrentiya,RU,65.58,-171.0,48.34,91,100,5.19,overcast clouds
502,Zambezi,ZM,-13.54,23.1,58.77,43,3,5.46,clear sky
503,Constitucion,CL,-35.33,-72.42,51.94,79,100,14.27,overcast clouds
504,Igurusi,TZ,-8.85,33.85,57.18,74,3,2.93,clear sky
505,Hami,CN,42.8,93.45,77.97,25,82,3.36,light rain
506,Anaconda,US,46.13,-112.94,87.8,12,1,6.93,clear sky
507,Warud,IN,21.47,78.27,72.16,92,84,6.46,broken clouds
508,Payo,ID,-3.75,103.64,72.77,87,96,2.21,overcast clouds
509,Bud,US,39.45,-86.18,82.0,57,40,3.38,scattered clouds
510,Thunder Bay,CA,48.4,-89.32,73.4,78,20,8.05,few clouds
511,Yatou,CN,37.15,122.38,78.67,87,59,16.26,broken clouds
512,Racine,US,42.75,-88.08,82.0,69,1,5.82,clear sky
513,Paracuru,BR,-3.41,-39.03,79.0,74,95,20.0,overcast clouds
514,Kimberley,ZA,-28.73,24.76,51.8,53,0,6.93,clear sky
515,Meulaboh,ID,4.14,96.13,76.69,85,83,5.7,broken clouds
516,Lyuban,BY,52.8,28.0,61.21,95,100,5.7,overcast clouds
517,Malakal,SS,9.53,31.66,72.72,89,98,3.4,overcast clouds
518,Dalbandin,PK,28.89,64.41,86.36,49,1,7.67,clear sky
519,Bugko,PH,12.54,124.79,82.51,79,22,5.55,few clouds
520,Kulhudhuffushi,MV,6.62,73.07,83.44,69,55,7.34,light rain
521,Abay,KZ,49.63,72.85,46.4,93,80,2.24,broken clouds
522,Sidney,AU,-33.87,151.21,54.0,45,0,18.34,clear sky
523,Sarangani,PH,5.4,125.46,83.1,75,34,7.58,light rain
524,Puerto Escondido,MX,15.85,-97.07,80.6,69,90,5.93,overcast clouds
525,Hazorasp,UZ,41.32,61.07,73.4,46,0,13.87,clear sky
526,Hamilton,US,39.18,-84.53,84.0,61,1,4.7,thunderstorm
527,Gabuyan,PH,7.61,125.67,80.6,74,20,3.36,few clouds
528,Novominskaya,RU,46.32,38.96,62.44,46,0,6.44,clear sky
529,Srednekolymsk,RU,67.45,153.68,38.91,74,100,10.69,overcast clouds
530,Tommot,RU,58.96,126.29,55.63,53,0,2.08,clear sky
531,Masvingo,ZW,-20.06,30.83,55.56,71,82,3.83,broken clouds
532,Price,US,39.6,-110.81,89.6,17,1,5.82,clear sky
533,Sharan,RU,54.82,54.0,52.56,91,0,3.58,clear sky
534,Schweinfurt,DE,50.05,10.23,57.99,79,2,1.01,clear sky
535,Kanturk,IE,52.17,-8.9,57.99,93,75,4.7,light rain
536,Moosomin,CA,50.13,-101.67,75.79,34,14,4.16,few clouds
537,Mbeya,TZ,-8.9,33.45,54.93,86,31,6.8,scattered clouds
538,Imbituba,BR,-28.24,-48.67,59.0,100,75,4.7,broken clouds
539,Trairi,BR,-3.28,-39.27,77.05,77,90,14.29,overcast clouds
540,Namibe,AO,-15.2,12.15,64.18,90,50,1.79,scattered clouds
541,Borovskoy,KZ,53.8,64.15,49.59,95,0,6.46,clear sky
542,Fairview,US,40.81,-74.0,82.99,74,40,3.36,scattered clouds
543,Fort Frances,CA,48.6,-93.4,82.0,65,1,3.96,clear sky
544,Chau Doc,VN,10.7,105.12,81.34,80,14,4.83,few clouds
545,Mozarlandia,BR,-14.74,-50.57,81.79,30,25,6.82,scattered clouds
546,Geraldton,AU,-28.77,114.6,44.6,93,0,6.93,clear sky
547,Ati,TD,13.22,18.34,78.44,73,81,3.6,light rain
548,Springs,ZA,-26.25,28.4,50.0,68,0,4.7,clear sky
549,Lagos,NG,6.58,3.75,73.31,89,82,3.71,broken clouds
550,Uelzen,DE,52.97,10.57,60.01,93,17,6.93,few clouds
551,Santa Fe,AR,-31.63,-60.7,62.01,48,0,1.99,clear sky
552,Hofn,IS,64.25,-15.21,49.98,79,97,4.59,overcast clouds
553,Carutapera,BR,-1.2,-46.02,76.24,91,41,6.85,scattered clouds
554,Inhambane,MZ,-23.86,35.38,64.56,77,0,8.01,clear sky
555,Charters Towers,AU,-20.1,146.27,66.38,26,20,7.0,few clouds
556,Nikel,RU,69.41,30.22,57.2,93,100,10.29,overcast clouds
557,Midland,US,32.0,-102.08,95.0,23,1,11.41,clear sky
558,Laguna De Perlas,NI,12.34,-83.67,86.0,74,20,4.7,few clouds
559,Kasangulu,CD,-4.59,15.17,75.2,78,75,4.7,broken clouds
560,Morant Bay,JM,17.88,-76.41,82.4,94,75,17.22,thunderstorm with heavy rain
561,Hadejia,NG,12.45,10.04,75.42,80,94,11.54,light rain
562,Ginda,IN,30.69,78.49,65.5,88,94,0.81,overcast clouds
563,Mardin,TR,37.31,40.74,67.06,32,0,13.62,clear sky
564,Osorno,CL,-40.57,-73.15,48.2,100,100,8.05,light intensity shower rain
565,Pacific Grove,US,36.62,-121.92,69.8,64,1,6.93,smoke
566,Buncrana,IE,55.13,-7.45,47.77,87,17,2.77,few clouds
567,Narasapur,IN,16.45,81.67,79.29,90,100,1.03,overcast clouds
568,Miles City,US,46.41,-105.84,89.6,15,1,9.17,clear sky
569,Herat,AF,34.5,62.0,69.6,49,30,16.96,scattered clouds
570,Umm Kaddadah,SD,13.6,26.69,81.03,64,94,14.25,overcast clouds
571,Leh,IN,34.17,77.58,59.79,29,0,3.4,clear sky
572,Ilebo,CD,-4.32,20.58,73.6,89,92,1.74,light rain
573,Abalak,RU,58.13,68.59,50.76,94,89,6.89,overcast clouds
574,Contamana,PE,-7.33,-75.02,74.52,65,0,3.15,clear sky
575,Bilibino,RU,68.05,166.44,40.66,81,100,3.47,overcast clouds
576,Asmara,ER,15.33,38.93,63.23,78,49,3.96,scattered clouds
577,Sibenik,HR,43.73,15.91,80.6,54,12,6.93,few clouds
578,Boa Vista,BR,2.82,-60.67,77.0,78,40,8.05,scattered clouds
579,Boisoara,RO,45.43,24.38,64.4,100,42,2.24,scattered clouds
580,Manokwari,ID,-0.87,134.08,79.81,75,68,5.97,moderate rain
581,King City,US,36.21,-121.13,91.0,28,81,3.0,broken clouds
582,Khokhlovo,RU,59.15,37.4,60.8,100,90,4.47,mist
583,Altay,CN,47.87,88.12,60.93,42,59,5.3,broken clouds
584,Mazamari,PE,-11.33,-74.53,73.58,65,78,1.74,broken clouds
585,Shimoda,JP,34.67,138.95,78.8,88,75,13.87,broken clouds
586,Nanakuli,US,21.39,-158.15,91.4,46,75,9.17,broken clouds
587,Vung Tau,VN,10.35,107.08,81.12,81,40,7.45,scattered clouds
588,Sinjar,IQ,36.32,41.88,78.44,25,0,6.89,clear sky
589,Pringsewu,ID,-5.36,104.97,74.25,84,76,0.83,broken clouds
590,Beira,MZ,-19.84,34.84,60.8,93,5,6.93,clear sky
591,Saint-Leu,RE,-21.15,55.28,66.2,63,2,4.7,clear sky
592,Saurimo,AO,-9.66,20.39,66.2,46,54,0.92,broken clouds
593,Portland,US,45.52,-122.68,84.0,32,20,8.05,few clouds
594,Shizunai,JP,42.33,142.37,73.71,64,0,5.86,clear sky
595,Oakdale,US,44.96,-92.96,89.01,45,1,6.93,clear sky
596,Yerbogachen,RU,61.28,108.01,51.69,56,26,8.39,scattered clouds
597,Pittsfield,US,42.45,-73.25,75.2,64,1,8.05,clear sky
598,Urumqi,CN,43.8,87.6,68.0,49,17,4.47,few clouds
599,Port Hardy,CA,50.7,-127.42,60.8,82,75,5.82,broken clouds
600,Piney Green,US,34.72,-77.32,75.2,88,1,4.72,clear sky
601,Candido De Abreu,BR,-24.57,-51.33,54.05,83,1,4.81,clear sky
602,Devonport,AU,-41.17,146.35,53.01,48,36,7.0,scattered clouds
603,Matay,EG,28.42,30.78,79.11,43,0,11.32,clear sky
604,Chicama,PE,-7.84,-79.15,62.01,77,0,5.57,clear sky
605,Salalah,OM,17.02,54.09,77.0,94,90,6.93,light intensity drizzle
606,Boiro,ES,42.65,-8.9,64.99,82,0,3.0,clear sky
607,Kasongo-Lunda,CD,-6.47,16.82,73.71,81,100,1.36,light rain
608,Binzhou,CN,37.37,118.02,86.0,73,96,3.0,light rain
609,Meadow Lake,US,34.8,-106.54,97.0,13,75,14.99,broken clouds
610,Sao Felix Do Xingu,BR,-6.64,-51.99,81.73,37,29,0.81,scattered clouds
611,Kostomuksha,RU,64.57,30.58,51.49,93,2,7.36,clear sky
612,Palestine,PS,31.92,35.2,78.8,74,0,6.93,clear sky
613,Hammerfest,NO,70.66,23.68,51.8,100,75,16.11,broken clouds
614,Katihar,IN,25.53,87.58,82.2,77,20,1.01,few clouds
615,Kamyshla,RU,54.12,52.14,53.73,91,0,1.92,clear sky
616,Zhireken,RU,52.82,117.31,52.52,93,100,4.59,overcast clouds
617,Effingham,US,32.37,-81.33,82.4,69,75,10.29,broken clouds
618,Batagay,RU,67.63,134.63,42.58,71,49,5.46,scattered clouds
619,Goderich,CA,43.75,-81.72,84.0,68,0,1.99,clear sky
620,Sabang,ID,5.89,95.32,82.96,73,63,9.06,light rain
621,North Bend,US,43.41,-124.22,78.01,68,1,25.28,clear sky
622,Vilhena,BR,-12.74,-60.15,77.0,53,24,4.7,few clouds
623,Weinan,CN,34.5,109.51,73.0,88,100,4.47,overcast clouds
624,Eslov,SE,55.84,13.3,62.01,100,33,8.05,scattered clouds
625,Sharjah,AE,25.36,55.4,91.99,63,50,12.75,scattered clouds
626,Passo De Camaragibe,BR,-9.24,-35.49,71.6,88,20,2.24,few clouds
627,Nioro,GM,13.35,-15.75,75.13,85,100,2.17,overcast clouds
628,Karakol,KG,42.49,78.39,59.99,32,45,2.71,scattered clouds
629,Narsaq,GL,60.92,-46.05,50.0,76,20,3.36,few clouds
630,Horbranz,AT,47.55,9.75,68.0,49,75,3.36,broken clouds
631,Maragogi,BR,-9.01,-35.22,72.79,81,92,4.5,overcast clouds
632,Salinas,US,36.68,-121.66,69.8,68,20,14.99,few clouds
633,Santa Cruz De La Palma,ES,28.68,-17.76,73.4,83,26,17.22,scattered clouds
634,Baykit,RU,61.67,96.37,55.38,82,0,1.66,clear sky
635,Lianzhou,CN,24.78,112.38,81.75,81,3,1.59,clear sky
636,Tyukalinsk,RU,55.87,72.2,48.25,97,88,6.69,overcast clouds
637,Le Port,RE,-20.94,55.29,66.2,59,1,10.29,clear sky
638,Caravelas,BR,-17.71,-39.25,69.31,80,100,10.69,light rain
639,Vestmanna,FO,62.16,-7.17,44.6,93,49,1.12,scattered clouds
640,Meiktila,MM,20.87,95.87,74.39,91,98,15.64,light rain
641,Ouadda,CF,8.08,22.4,66.52,95,100,1.59,overcast clouds
642,Itoman,JP,26.12,127.67,80.6,88,75,35.57,heavy intensity shower rain
643,Kakching,IN,24.48,93.98,70.65,95,78,0.51,broken clouds
644,Akranes,IS,64.32,-22.07,48.2,87,46,3.36,scattered clouds
645,Marzuq,YE,14.4,46.47,81.27,51,89,5.75,overcast clouds
646,Robertsport,LR,6.75,-11.37,76.26,90,97,18.9,light rain
647,Nikolayevskaya,RU,47.61,41.5,59.47,52,0,2.21,clear sky
648,Sotnikovo,RU,51.88,107.48,57.2,93,90,4.47,overcast clouds
649,Ust-Kut,RU,56.79,105.77,59.16,69,3,2.51,clear sky
650,Tuban,ID,-6.9,112.06,77.09,80,44,6.08,scattered clouds
651,Yar-Sale,RU,66.83,70.83,49.84,95,49,13.2,scattered clouds
652,Linjiang,CN,41.81,126.91,71.47,69,100,2.98,overcast clouds
653,Ribeirao Branco,BR,-24.22,-48.77,50.5,91,62,9.42,broken clouds
654,Kupang,ID,-10.17,123.58,78.8,31,20,6.93,few clouds
655,Kokkola,FI,63.84,23.13,59.0,100,38,8.05,scattered clouds
656,Haines Junction,CA,60.75,-137.51,65.14,49,67,5.84,broken clouds
657,Alihe,CN,50.57,123.72,63.28,90,100,2.66,overcast clouds
658,Roebourne,AU,-20.78,117.13,81.72,21,56,3.0,broken clouds
659,Dingle,PH,11.0,122.67,81.68,81,39,3.11,scattered clouds
660,Dunmore East,IE,52.15,-6.99,57.99,92,76,4.45,light rain
661,Konya,TR,38.17,32.5,64.4,45,0,5.82,clear sky
662,Kachiry,KZ,53.07,76.1,54.79,81,17,3.98,few clouds
663,Wajima,JP,37.4,136.9,78.8,83,40,3.36,scattered clouds
664,Saint-Raymond,CA,45.47,-73.61,78.8,69,75,6.93,broken clouds
665,Rafai,CF,4.95,23.92,66.92,98,100,2.08,overcast clouds
666,Ambilobe,MG,-13.2,49.05,64.18,83,52,3.56,broken clouds
667,Baisha,CN,26.52,110.93,80.74,77,2,2.86,clear sky
668,Terra Santa,BR,-2.1,-56.49,80.74,53,39,3.09,scattered clouds
669,Conde,BR,-7.26,-34.91,69.8,94,79,5.82,broken clouds
670,Casper,US,42.87,-106.31,95.0,9,1,8.05,clear sky
671,Kushima,JP,31.46,131.23,84.2,70,75,4.7,broken clouds
672,Vilyuysk,RU,63.76,121.62,50.16,60,0,7.76,clear sky
673,Dong Xoai,VN,11.53,106.92,76.75,93,79,2.17,broken clouds
674,Campbell River,CA,50.02,-125.24,68.0,56,90,5.82,overcast clouds
675,Saint-Louis,SN,16.33,-15.0,83.55,69,96,12.93,overcast clouds
676,Paris,FR,48.85,2.35,62.01,67,20,5.82,few clouds
677,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,79.72,64,73,1.39,broken clouds
678,Wucheng,CN,29.6,118.17,84.99,93,0,1.03,clear sky
679,Lugazi,UG,0.38,32.92,73.4,78,20,8.05,few clouds
680,Dombarovskiy,RU,50.76,59.54,55.76,81,36,8.66,scattered clouds
681,Surgut,RU,61.25,73.42,51.8,100,20,4.47,fog
682,Vieste,IT,41.88,16.18,75.2,78,5,2.24,clear sky
683,Coahuayana,MX,18.73,-103.68,75.2,88,75,11.41,thunderstorm
684,Zapolyarnyy,RU,69.42,30.81,57.2,93,100,10.29,overcast clouds
685,Cartagena,CO,10.4,-75.51,82.4,83,75,4.7,broken clouds
686,Yelizovo,RU,53.19,158.38,57.2,93,40,6.71,scattered clouds
687,Ujjain,IN,23.18,75.77,72.81,94,100,12.21,overcast clouds
688,Egvekinot,RU,66.32,-179.17,49.6,84,95,1.95,overcast clouds
689,Macusani,PE,-14.08,-70.43,37.92,76,0,3.8,clear sky
690,Santo Estevao,BR,-12.43,-39.25,67.62,95,15,6.53,few clouds
691,Coihaique,CL,-45.58,-72.07,35.6,93,90,5.82,overcast clouds
692,Sunrise Manor,US,36.21,-115.07,102.2,24,1,5.82,clear sky
693,Husavik,IS,66.04,-17.34,44.6,81,82,5.82,broken clouds
694,Deyang,CN,31.13,104.38,73.99,10,100,7.81,overcast clouds
695,Jalu,LY,29.03,21.55,78.6,44,0,12.82,clear sky
696,Bon Accord,CA,53.83,-113.42,72.0,45,20,2.24,few clouds
697,Kamenka,RU,51.32,42.77,51.01,81,3,1.41,clear sky
698,Chino Valley,US,34.76,-112.45,84.2,39,1,8.05,clear sky
699,Ambo,PE,-10.13,-76.2,60.12,64,26,4.94,scattered clouds
700,Terrace Bay,CA,48.78,-87.1,64.58,90,13,1.63,few clouds
701,Sheridan,US,44.83,-106.92,86.0,25,1,5.82,clear sky
702,Ahuimanu,US,21.44,-157.84,91.4,62,20,13.87,few clouds
703,Gushi,CN,34.64,109.58,72.91,78,93,8.03,overcast clouds
704,Ketchikan,US,55.34,-131.65,57.2,100,90,8.05,light rain
705,Irbil,IQ,36.19,44.01,84.2,21,0,8.05,clear sky
706,Vanderhoof,CA,54.02,-124.02,65.1,39,89,3.29,overcast clouds
707,Ilula,TZ,-7.68,36.04,58.23,86,20,7.05,few clouds
708,Mehamn,NO,71.04,27.85,53.2,92,100,16.84,overcast clouds
709,Osijek,HR,45.55,18.69,70.0,88,54,6.93,broken clouds
710,West Bay,KY,19.37,-81.42,87.8,79,20,9.17,few clouds
711,La Ronge,CA,55.1,-105.28,69.8,56,75,11.41,broken clouds
712,Kuala Terengganu,MY,5.33,103.14,77.0,94,20,3.36,few clouds
713,Veere,NL,51.55,3.67,64.0,82,90,20.8,heavy intensity rain
714,Roblin,CA,51.23,-101.36,70.92,57,71,5.37,broken clouds
715,San Felipe,VE,10.34,-68.74,74.66,88,55,2.08,broken clouds
716,Hervey Bay,AU,-25.3,152.85,60.8,29,0,9.17,clear sky
717,Ust-Tsilma,RU,65.44,52.15,55.18,94,83,4.36,broken clouds
718,Providencia,MX,28.72,-111.58,105.01,37,21,17.0,few clouds
719,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,57.2,93,40,6.71,scattered clouds
